Unit,Status,Move_out,Ready_Date,DV,Move_in,DTBR,N/V/M,Insp,Insp_status,Paint,Paint_status,MR,MR_Status,HK,HK_Status,CC,CC_status,Assign,W_D,QC,P,B,U,Notes,Note_Text,Has_Note_Context,Note_Category,Has_Assignment,Is_MoveIn_Present,Is_Ready_Declared,Is_Vacant,Is_SMI,Is_On_Notice,Is_Allowed_Phase,Is_QC_Done,Aging_Business_Days,Aging,Task_State,Task_Completion_Ratio,Table_Current_Task,Table_Next_Task,Is_Task_Stalled,Status_Norm,Is_Unit_Ready,Is_Unit_Ready_For_Moving,In_Turn_Execution,Move_In_Happened,Operational_State,Prevention_Risk_Flag,Attention_Badge,Days_To_MoveIn,Inspection_SLA_Breach,SLA_Breach,SLA_MoveIn_Breach,Plan_Breach,snapshot_date
Unit 5-17-0114,Vacant not ready,2026-02-05 00:00:00,2026-02-15 00:00:00,10.0,2026-02-25 00:00:00,-10.0,SMI,2026-02-06 00:00:00,Done,2026-02-09 00:00:00,Done,2026-02-10 00:00:00,In Progress,2026-02-13 00:00:00,In Progress,2026-02-16 00:00:00,In Progress,Total,Yes,No,5,17,0114,,,False,,False,True,True,False,True,False,True,False,7.0,1–10,In Progress,40.0,MR,HK,False,vacant not ready,False,False,False,False,In Progress,False,📅 Scheduled to Move In,10.0,False,False,False,True,2026-02-15
Unit 8-01-1049,Vacant not ready,2026-02-05 00:00:00,2026-02-15 00:00:00,10.0,2026-02-20 00:00:00,-5.0,SMI,2026-02-06 00:00:00,Scheduled,2026-02-09 00:00:00,Scheduled,2026-02-10 00:00:00,Scheduled,2026-02-13 00:00:00,Scheduled,2026-02-16 00:00:00,Scheduled,Michael ,,No,8,01,1049,,,False,,True,True,True,False,True,False,True,False,7.0,1–10,In Progress,0.0,Inspection,Paint,False,vacant not ready,False,False,False,False,In Progress,False,📅 Scheduled to Move In,5.0,False,False,False,True,2026-02-15
Unit 5-18-0131,Vacant not ready,2026-02-05 00:00:00,2026-02-15 00:00:00,10.0,2026-02-19 00:00:00,-4.0,SMI,2026-02-06 00:00:00,Done,2026-02-09 00:00:00,Done,2026-02-10 00:00:00,In Progress,2026-02-13 00:00:00,In Progress,2026-02-16 00:00:00,In Progress,Total,No,No,5,18,0131,,,False,,False,True,True,False,True,False,True,False,7.0,1–10,In Progress,40.0,MR,HK,False,vacant not ready,False,False,False,False,In Progress,False,📅 Scheduled to Move In,4.0,False,False,False,True,2026-02-15
Unit 5-15-0102,Vacant not ready,2026-02-06 00:00:00,2026-02-16 00:00:00,9.0,2026-02-21 00:00:00,-6.0,SMI,2026-02-09 00:00:00,Done,2026-02-10 00:00:00,Done,2026-02-11 00:00:00,In Progress,2026-02-16 00:00:00,In Progress,2026-02-17 00:00:00,In Progress,Total,,No,5,15,0102,,,False,,False,True,True,False,True,False,True,False,6.0,1–10,In Progress,40.0,MR,HK,False,vacant not ready,False,False,False,False,In Progress,False,📅 Scheduled to Move In,6.0,False,False,False,False,2026-02-15
Unit 5-02-0306,Vacant not ready,2026-02-09 00:00:00,2026-02-19 00:00:00,6.0,2026-03-06 00:00:00,-19.0,SMI,2026-02-10 00:00:00,Done,2026-02-11 00:00:00,Done,2026-02-12 00:00:00,In Progress,2026-02-17 00:00:00,In Progress,2026-02-18 00:00:00,In Progress,Total,Yes,No,5,02,0306,,,False,,False,True,True,False,True,False,True,False,5.0,1–10,In Progress,40.0,MR,HK,False,vacant not ready,False,False,False,False,In Progress,False,📅 Scheduled to Move In,19.0,False,False,False,False,2026-02-15
Unit 7-10-0306,Vacant not ready,2026-02-09 00:00:00,2026-02-19 00:00:00,6.0,,,VACANT,2026-02-10 00:00:00,Scheduled,2026-02-11 00:00:00,Scheduled,2026-02-12 00:00:00,Scheduled,2026-02-17 00:00:00,Scheduled,2026-02-18 00:00:00,Scheduled,Brad,,No,7,10,0306,,,False,,True,False,True,True,False,False,True,False,5.0,1–10,In Progress,0.0,Inspection,Paint,True,vacant not ready,False,False,True,False,Work Stalled,False,⏸️ Work Stalled,,True,False,False,False,2026-02-15
Unit 7-02-0201,Vacant not ready,2026-02-07 00:00:00,2026-02-17 00:00:00,8.0,,,VACANT,2026-02-09 00:00:00,Done,2026-02-10 00:00:00,Scheduled,2026-02-11 00:00:00,Scheduled,2026-02-16 00:00:00,Scheduled,2026-02-17 00:00:00,Scheduled,Brad,Yes,No,7,02,0201,,,False,,True,False,True,True,False,False,True,False,5.0,1–10,In Progress,20.0,Paint,MR,True,vacant not ready,False,False,True,False,Work Stalled,False,⏸️ Work Stalled,,False,False,False,False,2026-02-15
Unit 5-18-0310,Vacant not ready,2026-02-07 00:00:00,2026-02-17 00:00:00,8.0,,,VACANT,2026-02-09 00:00:00,Done,2026-02-10 00:00:00,Done,2026-02-11 00:00:00,In Progress,2026-02-16 00:00:00,In Progress,2026-02-17 00:00:00,In Progress,Total,No,No,5,18,0310,,,False,,False,False,True,True,False,False,True,False,5.0,1–10,In Progress,40.0,MR,HK,True,vacant not ready,False,False,True,False,Work Stalled,True,⏸️ Work Stalled,,False,False,False,False,2026-02-15
Unit 8-01-3107,Vacant not ready,2026-02-08 00:00:00,2026-02-18 00:00:00,7.0,,,VACANT,2026-02-09 00:00:00,Scheduled,2026-02-10 00:00:00,Scheduled,2026-02-11 00:00:00,Scheduled,2026-02-16 00:00:00,Scheduled,2026-02-17 00:00:00,Scheduled,Michael ,Yes,No,8,01,3107,,,False,,True,False,True,True,False,False,True,False,5.0,1–10,In Progress,0.0,Inspection,Paint,True,vacant not ready,False,False,True,False,Work Stalled,False,⏸️ Work Stalled,,True,False,False,False,2026-02-15
Unit 5-09-0109,Vacant not ready,2026-02-10 00:00:00,2026-02-20 00:00:00,5.0,,,VACANT,2026-02-11 00:00:00,Done,2026-02-12 00:00:00,Done,2026-02-13 00:00:00,In Progress,2026-02-18 00:00:00,In Progress,2026-02-19 00:00:00,In Progress,Total,,No,5,09,0109,,,False,,False,False,True,True,False,False,True,False,4.0,1–10,In Progress,40.0,MR,HK,False,vacant not ready,False,False,True,False,In Progress,True,🟡 Needs Attention,,False,False,False,False,2026-02-15
Unit 7-04-0308,Vacant not ready,2026-02-11 00:00:00,2026-05-02 00:00:00,4.0,,,VACANT,2026-02-12 00:00:00,Scheduled,2026-02-13 00:00:00,Scheduled,2026-02-16 00:00:00,Scheduled,2026-02-19 00:00:00,Scheduled,2026-02-20 00:00:00,Scheduled,Brad,,No,7,04,0308,,,False,,True,False,True,True,False,False,True,False,3.0,1–10,In Progress,0.0,Inspection,Paint,True,vacant not ready,False,False,True,False,Work Stalled,False,⏸️ Work Stalled,,True,False,False,False,2026-02-15
Unit 7-03-0109,Vacant not ready,2026-02-11 00:00:00,2026-02-21 00:00:00,4.0,2026-02-26 00:00:00,-11.0,SMI,2026-02-12 00:00:00,Scheduled,2026-02-13 00:00:00,Scheduled,2026-02-16 00:00:00,Scheduled,2026-02-19 00:00:00,Scheduled,2026-02-20 00:00:00,Scheduled,Brad,,No,7,03,0109,,,False,,True,True,True,False,True,False,True,False,3.0,1–10,In Progress,0.0,Inspection,Paint,False,vacant not ready,False,False,False,False,In Progress,False,📅 Scheduled to Move In,11.0,False,False,False,False,2026-02-15
Unit 5-17-0202,Vacant not ready,2026-02-11 00:00:00,2026-02-21 00:00:00,4.0,2026-03-03 00:00:00,-16.0,SMI,,Not Started,,Not Started,,Not Started,,Not Started,,Not Started,Total,,No,5,17,0202,,,False,,False,True,True,False,True,False,True,False,3.0,1–10,Not Started,0.0,Inspection,Paint,False,vacant not ready,False,False,False,False,Pending Start,False,📅 Scheduled to Move In,16.0,False,False,False,False,2026-02-15
Unit 8-01-2041,Vacant not ready,2026-02-12 00:00:00,2026-02-17 00:00:00,3.0,,,VACANT,2026-02-13 00:00:00,Scheduled,2026-02-16 00:00:00,Scheduled,2026-02-17 00:00:00,Scheduled,2026-02-20 00:00:00,Scheduled,2026-02-23 00:00:00,Scheduled,Michael ,Yes,No,8,01,2041,,,False,,True,False,True,True,False,False,True,False,2.0,1–10,In Progress,0.0,Inspection,Paint,False,vacant not ready,False,False,True,False,In Progress,True,🟡 Needs Attention,,True,False,False,False,2026-02-15
Unit 5-11-0303,Vacant not ready,2026-02-12 00:00:00,2026-02-22 00:00:00,3.0,,,VACANT,2026-02-13 00:00:00,Done,2026-02-16 00:00:00,Done,2026-02-17 00:00:00,In Progress,2026-02-20 00:00:00,In Progress,2026-02-23 00:00:00,In Progress,Total,,No,5,11,0303,,,False,,False,False,True,True,False,False,True,False,2.0,1–10,In Progress,40.0,MR,HK,False,vacant not ready,False,False,True,False,In Progress,True,🟡 Needs Attention,,False,False,False,False,2026-02-15
Unit 7-TH1-0101,Vacant not ready,2026-02-13 00:00:00,2026-02-23 00:00:00,2.0,2026-02-28 00:00:00,-13.0,SMI,2026-02-16 00:00:00,Scheduled,2026-02-17 00:00:00,Scheduled,2026-02-18 00:00:00,Scheduled,2026-02-23 00:00:00,Scheduled,2026-02-24 00:00:00,Scheduled,Brad,,No,7,TH1,0101,,,False,,True,True,True,False,True,False,True,False,1.0,1–10,In Progress,0.0,Inspection,Paint,False,vacant not ready,False,False,False,False,In Progress,False,📅 Scheduled to Move In,13.0,False,False,False,False,2026-02-15
Unit 8-01-3040,On Notice ,2026-02-15 00:00:00,2026-02-25 00:00:00,0.0,2026-02-28 00:00:00,-13.0,SMI,,Not Started,,Not Started,,Not Started,,Not Started,,Not Started,Michael ,,No,8,01,3040,,,False,,True,True,True,False,True,False,True,False,0.0,,Not Started,0.0,Inspection,Paint,False,on notice,False,False,False,False,Pending Start,False,📅 Scheduled to Move In,13.0,False,False,False,False,2026-02-15
Unit 7-11-0416,On Notice ,2026-02-15 00:00:00,2026-02-25 00:00:00,0.0,2026-02-28 00:00:00,-13.0,SMI,,Not Started,,Not Started,,Not Started,,Not Started,,Not Started,Brad,,No,7,11,0416,,,False,,True,True,True,False,True,False,True,False,0.0,,Not Started,0.0,Inspection,Paint,False,on notice,False,False,False,False,Pending Start,False,📅 Scheduled to Move In,13.0,False,False,False,False,2026-02-15
Unit 7-07-0202,On Notice ,2026-02-15 00:00:00,2026-02-25 00:00:00,0.0,2026-03-06 00:00:00,-19.0,SMI,,Not Started,,Not Started,,Not Started,,Not Started,,Not Started,Brad,,No,7,07,0202,,,False,,True,True,True,False,True,False,True,False,0.0,,Not Started,0.0,Inspection,Paint,False,on notice,False,False,False,False,Pending Start,False,📅 Scheduled to Move In,19.0,False,False,False,False,2026-02-15
Unit 7-10-0107,Vacant not ready,2026-02-15 00:00:00,2026-02-25 00:00:00,0.0,,,VACANT,2026-02-16 00:00:00,Scheduled,2026-02-17 00:00:00,Scheduled,2026-02-18 00:00:00,Scheduled,2026-02-23 00:00:00,Scheduled,2026-02-24 00:00:00,Scheduled,Brad,,No,7,10,0107,,,False,,True,False,True,True,False,False,True,False,0.0,,In Progress,0.0,Inspection,Paint,False,vacant not ready,False,False,True,False,In Progress,True,🟡 Needs Attention,,False,False,False,False,2026-02-15
Unit 5-03-0227,Vacant not ready,2026-02-15 00:00:00,2026-02-28 00:00:00,0.0,,,VACANT,2026-02-16 00:00:00,Scheduled,2026-02-17 00:00:00,Scheduled,2026-02-18 00:00:00,Scheduled,2026-02-23 00:00:00,Scheduled,2026-02-24 00:00:00,Scheduled,Total,,No,5,03,0227,,,False,,False,False,True,True,False,False,True,False,0.0,,In Progress,0.0,Inspection,Paint,False,vacant not ready,False,False,True,False,In Progress,True,🟡 Needs Attention,,False,False,False,False,2026-02-15
Unit 5-18-0125,Vacant not ready,2026-02-15 00:00:00,2026-02-28 00:00:00,0.0,,,VACANT,2026-02-16 00:00:00,Scheduled,2026-02-17 00:00:00,Scheduled,2026-02-18 00:00:00,Scheduled,2026-02-23 00:00:00,Scheduled,2026-02-24 00:00:00,Scheduled,Total,,No,5,18,0125,,,False,,False,False,True,True,False,False,True,False,0.0,,In Progress,0.0,Inspection,Paint,False,vacant not ready,False,False,True,False,In Progress,True,🟡 Needs Attention,,False,False,False,False,2026-02-15
Unit 5-10-0203,On Notice ,2026-02-18 00:00:00,2026-02-28 00:00:00,-3.0,,,NOTICE,,Not Started,,Not Started,,Not Started,,Not Started,,Not Started,Total,,No,5,10,0203,,,False,,False,False,True,False,False,True,True,False,-3.0,,Not Started,0.0,Inspection,Paint,False,on notice,False,False,False,False,On Notice,False,📋 On Notice,,False,False,False,False,2026-02-15
Unit 8-01-3036,On Notice ,2026-02-22 00:00:00,2026-03-02 00:00:00,-7.0,2026-03-07 00:00:00,-20.0,NOTICE + SMI,,Not Started,,Not Started,,Not Started,,Not Started,,Not Started,Michael ,,No,8,01,3036,,,False,,True,True,True,False,True,True,True,False,-5.0,,Not Started,0.0,Inspection,Paint,False,on notice,False,False,False,False,On Notice - Scheduled,False,📋 On Notice - Scheduled,20.0,False,False,False,False,2026-02-15
Unit 5-17-0207,On Notice ,2026-02-21 00:00:00,2026-03-01 00:00:00,-6.0,2026-03-21 00:00:00,-34.0,NOTICE + SMI,,Not Started,,Not Started,,Not Started,,Not Started,,Not Started,Total,,No,5,17,0207,,,False,,False,True,True,False,True,True,True,False,-5.0,,Not Started,0.0,Inspection,Paint,False,on notice,False,False,False,False,On Notice - Scheduled,False,📋 On Notice - Scheduled,34.0,False,False,False,False,2026-02-15
Unit 5-17-0204,On Notice ,2026-02-23 00:00:00,2026-03-07 00:00:00,-8.0,,,NOTICE,,Not Started,,Not Started,,Not Started,,Not Started,,Not Started,Total,,No,5,17,0204,,,False,,False,False,True,False,False,True,True,False,-6.0,,Not Started,0.0,Inspection,Paint,False,on notice,False,False,False,False,On Notice,False,📋 On Notice,,False,False,False,False,2026-02-15
Unit 7-07-0107,On Notice ,2026-02-25 00:00:00,2026-03-05 00:00:00,-10.0,,,NOTICE,,Not Started,,Not Started,,Not Started,,Not Started,,Not Started,Brad,,No,7,07,0107,,,False,,True,False,True,False,False,True,True,False,-8.0,,Not Started,0.0,Inspection,Paint,False,on notice,False,False,False,False,On Notice,False,📋 On Notice,,False,False,False,False,2026-02-15
Unit 8-01-2011,On Notice ,2026-03-01 00:00:00,2026-03-14 00:00:00,-14.0,,,NOTICE,,Not Started,,Not Started,,Not Started,,Not Started,,Not Started,Michael ,,No,8,01,2011,,,False,,True,False,True,False,False,True,True,False,-10.0,,Not Started,0.0,Inspection,Paint,False,on notice,False,False,False,False,On Notice,False,📋 On Notice,,False,False,False,False,2026-02-15
Unit 7-10-0203,On Notice ,2026-02-28 00:00:00,2026-03-08 00:00:00,-13.0,,,NOTICE,,Not Started,,Not Started,,Not Started,,Not Started,,Not Started,Brad,,No,7,10,0203,,,False,,True,False,True,False,False,True,True,False,-10.0,,Not Started,0.0,Inspection,Paint,False,on notice,False,False,False,False,On Notice,False,📋 On Notice,,False,False,False,False,2026-02-15
Unit 8-01-1001,On Notice ,2026-03-01 00:00:00,2026-03-14 00:00:00,-14.0,,,NOTICE,,Not Started,,Not Started,,Not Started,,Not Started,,Not Started,Michael ,,No,8,01,1001,,,False,,True,False,True,False,False,True,True,False,-10.0,,Not Started,0.0,Inspection,Paint,False,on notice,False,False,False,False,On Notice,False,📋 On Notice,,False,False,False,False,2026-02-15
Unit 5-18-0439,On Notice ,2026-03-02 00:00:00,2026-03-14 00:00:00,-15.0,,,NOTICE,,Not Started,,Not Started,,Not Started,,Not Started,,Not Started,Total,,No,5,18,0439,,,False,,False,False,True,False,False,True,True,False,-11.0,,Not Started,0.0,Inspection,Paint,False,on notice,False,False,False,False,On Notice,False,📋 On Notice,,False,False,False,False,2026-02-15
Unit 7-04-0305,On Notice ,2026-03-04 00:00:00,2026-03-14 00:00:00,-17.0,,,NOTICE,,Not Started,,Not Started,,Not Started,,Not Started,,Not Started,Brad,,No,7,04,0305,,,False,,True,False,True,False,False,True,True,False,-13.0,,Not Started,0.0,Inspection,Paint,False,on notice,False,False,False,False,On Notice,False,📋 On Notice,,False,False,False,False,2026-02-15
Unit 7-04-0311,On Notice ,2026-03-06 00:00:00,2026-03-16 00:00:00,-19.0,,,NOTICE,,Not Started,,Not Started,,Not Started,,Not Started,,Not Started,Brad,,No,7,04,0311,,,False,,True,False,True,False,False,True,True,False,-15.0,,Not Started,0.0,Inspection,Paint,False,on notice,False,False,False,False,On Notice,False,📋 On Notice,,False,False,False,False,2026-02-15
Unit 7-10-0101,On Notice ,2026-03-09 00:00:00,2026-03-21 00:00:00,-22.0,,,NOTICE,,Not Started,,Not Started,,Not Started,,Not Started,,Not Started,Brad,,No,7,10,0101,,,False,,True,False,True,False,False,True,True,False,-16.0,,Not Started,0.0,Inspection,Paint,False,on notice,False,False,False,False,On Notice,False,📋 On Notice,,False,False,False,False,2026-02-15
Unit 7-TH1-0102,On Notice ,2026-03-09 00:00:00,2026-03-21 00:00:00,-22.0,,,NOTICE,,Not Started,,Not Started,,Not Started,,Not Started,,Not Started,Brad,,No,7,TH1,0102,,,False,,True,False,True,False,False,True,True,False,-16.0,,Not Started,0.0,Inspection,Paint,False,on notice,False,False,False,False,On Notice,False,📋 On Notice,,False,False,False,False,2026-02-15
Unit 7-03-0304,On Notice ,2026-03-10 00:00:00,2026-03-24 00:00:00,-23.0,,,NOTICE,,Not Started,,Not Started,,Not Started,,Not Started,,Not Started,Brad,,No,7,03,0304,,,False,,True,False,True,False,False,True,True,False,-17.0,,Not Started,0.0,Inspection,Paint,False,on notice,False,False,False,False,On Notice,False,📋 On Notice,,False,False,False,False,2026-02-15
Unit 8-01-3030,On Notice ,2026-03-11 00:00:00,2026-03-25 00:00:00,-24.0,,,NOTICE,,Not Started,,Not Started,,Not Started,,Not Started,,Not Started,Michael ,,No,8,01,3030,,,False,,True,False,True,False,False,True,True,False,-18.0,,Not Started,0.0,Inspection,Paint,False,on notice,False,False,False,False,On Notice,False,📋 On Notice,,False,False,False,False,2026-02-15
Unit 8-01-2007,On Notice ,2026-03-12 00:00:00,2026-03-26 00:00:00,-25.0,,,NOTICE,,Not Started,,Not Started,,Not Started,,Not Started,,Not Started,Michael ,,No,8,01,2007,,,False,,True,False,True,False,False,True,True,False,-19.0,,Not Started,0.0,Inspection,Paint,False,on notice,False,False,False,False,On Notice,False,📋 On Notice,,False,False,False,False,2026-02-15
Unit 5-13-0305,On Notice ,2026-03-17 00:00:00,2026-03-31 00:00:00,-30.0,,,NOTICE,,Not Started,,Not Started,,Not Started,,Not Started,,Not Started,Total,,No,5,13,0305,,,False,,False,False,True,False,False,True,True,False,-22.0,,Not Started,0.0,Inspection,Paint,False,on notice,False,False,False,False,On Notice,False,📋 On Notice,,False,False,False,False,2026-02-15
Unit 5-18-0221,On Notice ,2026-03-18 00:00:00,2026-04-01 00:00:00,-31.0,,,NOTICE,,Not Started,,Not Started,,Not Started,,Not Started,,Not Started,Total,,No,5,18,0221,,,False,,False,False,True,False,False,True,True,False,-23.0,,Not Started,0.0,Inspection,Paint,False,on notice,False,False,False,False,On Notice,False,📋 On Notice,,False,False,False,False,2026-02-15
Unit 5-12-0303,On Notice ,2026-03-18 00:00:00,2026-04-01 00:00:00,-31.0,,,NOTICE,,Not Started,,Not Started,,Not Started,,Not Started,,Not Started,Total,,No,5,12,0303,,,False,,False,False,True,False,False,True,True,False,-23.0,,Not Started,0.0,Inspection,Paint,False,on notice,False,False,False,False,On Notice,False,📋 On Notice,,False,False,False,False,2026-02-15
Unit 8-01-3083,On Notice ,2026-03-21 00:00:00,2026-04-04 00:00:00,-34.0,,,NOTICE,,Not Started,,Not Started,,Not Started,,Not Started,,Not Started,Michael ,,No,8,01,3083,,,False,,True,False,True,False,False,True,True,False,-25.0,,Not Started,0.0,Inspection,Paint,False,on notice,False,False,False,False,On Notice,False,📋 On Notice,,False,False,False,False,2026-02-15
Unit 5-17-0316,On Notice ,2026-03-22 00:00:00,2026-04-04 00:00:00,-35.0,,,NOTICE,,Not Started,,Not Started,,Not Started,,Not Started,,Not Started,Total,,No,5,17,0316,,,False,,False,False,True,False,False,True,True,False,-25.0,,Not Started,0.0,Inspection,Paint,False,on notice,False,False,False,False,On Notice,False,📋 On Notice,,False,False,False,False,2026-02-15
Unit 8-01-1089,On Notice ,2026-03-23 00:00:00,2026-04-04 00:00:00,-36.0,,,NOTICE,,Not Started,,Not Started,,Not Started,,Not Started,,Not Started,Michael ,,No,8,01,1089,,,False,,True,False,True,False,False,True,True,False,-26.0,,Not Started,0.0,Inspection,Paint,False,on notice,False,False,False,False,On Notice,False,📋 On Notice,,False,False,False,False,2026-02-15
Unit 5-03-0427,On Notice ,2026-03-26 00:00:00,2026-04-06 00:00:00,-39.0,2026-04-10 00:00:00,-54.0,NOTICE + SMI,,Not Started,,Not Started,,Not Started,,Not Started,,Not Started,Total,,No,5,03,0427,,,False,,False,True,True,False,True,True,True,False,-29.0,,Not Started,0.0,Inspection,Paint,False,on notice,False,False,False,False,On Notice - Scheduled,False,📋 On Notice - Scheduled,54.0,False,False,False,False,2026-02-15
Unit 5-13-0207,On Notice ,2026-03-26 00:00:00,2026-04-09 00:00:00,-39.0,,,NOTICE,,Not Started,,Not Started,,Not Started,,Not Started,,Not Started,Total,,No,5,13,0207,,,False,,False,False,True,False,False,True,True,False,-29.0,,Not Started,0.0,Inspection,Paint,False,on notice,False,False,False,False,On Notice,False,📋 On Notice,,False,False,False,False,2026-02-15
Unit 5-18-0234,On Notice ,2026-03-27 00:00:00,2026-04-10 00:00:00,-40.0,,,NOTICE,,Not Started,,Not Started,,Not Started,,Not Started,,Not Started,Total,,No,5,18,0234,,,False,,False,False,True,False,False,True,True,False,-30.0,,Not Started,0.0,Inspection,Paint,False,on notice,False,False,False,False,On Notice,False,📋 On Notice,,False,False,False,False,2026-02-15
Unit 5-02-0305,On Notice ,2026-03-29 00:00:00,2026-04-09 00:00:00,-42.0,2026-04-11 00:00:00,-55.0,NOTICE + SMI,,Not Started,,Not Started,,Not Started,,Not Started,,Not Started,Total,,No,5,02,0305,,,False,,False,True,True,False,True,True,True,False,-30.0,,Not Started,0.0,Inspection,Paint,False,on notice,False,False,False,False,On Notice - Scheduled,False,📋 On Notice - Scheduled,55.0,False,False,False,False,2026-02-15
Unit 8-01-4051,On Notice ,2026-03-30 00:00:00,2026-04-11 00:00:00,-43.0,,,NOTICE,,Not Started,,Not Started,,Not Started,,Not Started,,Not Started,Michael ,,No,8,01,4051,,,False,,True,False,True,False,False,True,True,False,-31.0,,Not Started,0.0,Inspection,Paint,False,on notice,False,False,False,False,On Notice,False,📋 On Notice,,False,False,False,False,2026-02-15
Unit 8-01-4124,On Notice ,2026-03-31 00:00:00,2026-04-14 00:00:00,-44.0,,,NOTICE,,Not Started,,Not Started,,Not Started,,Not Started,,Not Started,Michael ,,No,8,01,4124,,,False,,True,False,True,False,False,True,True,False,-32.0,,Not Started,0.0,Inspection,Paint,False,on notice,False,False,False,False,On Notice,False,📋 On Notice,,False,False,False,False,2026-02-15
